Em,IDSessao,Pedido,IP,Pageviews
16/09/2012 20:54:00,886697621,,"131.253.47.199",1
16/09/2012 20:27:00,886685600,,"65.55.24.215",1
16/09/2012 20:27:00,886685511,,"65.55.24.215",1
16/09/2012 20:04:00,886675227,,"157.55.33.20",1
16/09/2012 20:04:00,886675092,,"157.55.33.20",1
16/09/2012 19:31:00,886658955,,"131.253.47.251",1
16/09/2012 19:30:00,886658550,,"189.18.58.190",1
16/09/2012 19:23:00,886654947,,"131.253.47.251",1
16/09/2012 19:17:00,886651972,,"131.253.46.112",1
16/09/2012 18:32:00,886630628,,"131.253.46.112",1
16/09/2012 15:00:00,886534592,,"74.125.183.17",3
16/09/2012 13:43:00,886503137,,"187.25.58.251",5
16/09/2012 10:22:00,886410161,,"189.72.142.221",2
16/09/2012 08:45:00,886370663,,"131.253.47.251",1
16/09/2012 02:46:00,886263994,,"131.253.46.251",1
16/09/2012 02:46:00,886263963,,"131.253.46.251",1
16/09/2012 02:43:00,886263178,,"131.253.47.199",1
16/09/2012 02:43:00,886263157,,"131.253.47.199",1
16/09/2012 02:42:00,886262864,,"131.253.47.251",1
16/09/2012 02:42:00,886262782,,"131.253.47.251",1
16/09/2012 02:42:00,886262728,,"131.253.47.251",1
16/09/2012 02:41:00,886262676,,"131.253.47.251",1
16/09/2012 02:41:00,886262603,,"131.253.47.251",1
16/09/2012 02:41:00,886262547,,"131.253.47.251",1
16/09/2012 02:38:00,886261712,,"157.55.33.20",1
16/09/2012 02:38:00,886261661,,"157.55.33.20",1
16/09/2012 02:37:00,886261534,,"131.253.46.114",1
16/09/2012 02:37:00,886261505,,"131.253.46.114",1
16/09/2012 02:37:00,886261463,,"131.253.46.114",1
16/09/2012 02:36:00,886261432,,"131.253.46.114",1
16/09/2012 02:36:00,886261407,,"131.253.46.114",1
16/09/2012 02:36:00,886261378,,"131.253.46.114",1
16/09/2012 02:35:00,886261107,,"157.55.33.19",1
16/09/2012 02:34:00,886260844,,"157.56.93.150",1
16/09/2012 02:34:00,886260707,,"131.253.46.216",1
16/09/2012 02:34:00,886260678,,"131.253.46.216",1
16/09/2012 02:33:00,886260620,,"131.253.46.216",1
16/09/2012 02:33:00,886260527,,"131.253.46.216",1
16/09/2012 02:33:00,886260517,,"157.55.33.19",1
16/09/2012 02:32:00,886260433,,"157.55.33.20",1
16/09/2012 02:32:00,886260394,,"157.55.33.20",1
16/09/2012 02:27:00,886259185,,"157.55.33.19",1
16/09/2012 02:20:00,886257321,,"157.55.33.19",1
16/09/2012 02:19:00,886257162,,"157.55.33.19",1
16/09/2012 02:19:00,886256969,,"157.55.33.19",1
16/09/2012 02:13:00,886255602,,"157.55.33.19",1
16/09/2012 02:06:00,886253773,,"65.55.24.215",1
16/09/2012 02:05:00,886253448,,"131.253.47.176",1
16/09/2012 02:03:00,886253148,,"131.253.47.199",1
16/09/2012 02:01:00,886252394,,"131.253.47.176",1
16/09/2012 02:00:00,886252360,,"131.253.47.176",1
16/09/2012 01:58:00,886251930,,"65.55.24.215",1
16/09/2012 01:57:00,886251425,,"131.253.47.251",1
16/09/2012 01:56:00,886251220,,"131.253.47.251",1
16/09/2012 01:56:00,886251169,,"131.253.47.251",1
16/09/2012 01:55:00,886250920,,"131.253.46.251",1
16/09/2012 01:55:00,886250779,,"131.253.47.199",1
16/09/2012 01:54:00,886250718,,"157.56.93.150",1
16/09/2012 01:54:00,886250682,,"157.56.93.150",1
16/09/2012 01:54:00,886250646,,"157.56.93.150",1
16/09/2012 01:54:00,886250574,,"131.253.47.199",1
16/09/2012 01:52:00,886250314,,"131.253.47.199",1
16/09/2012 01:52:00,886250287,,"131.253.47.199",1
16/09/2012 01:52:00,886250218,,"131.253.47.199",1
16/09/2012 01:51:00,886250079,,"131.253.47.176",1
16/09/2012 01:51:00,886250020,,"131.253.47.176",1
16/09/2012 01:51:00,886249983,,"131.253.47.176",1
16/09/2012 01:50:00,886249940,,"131.253.47.176",1
16/09/2012 01:50:00,886249849,,"131.253.47.176",1
16/09/2012 01:49:00,886249731,,"65.55.24.215",1
16/09/2012 01:49:00,886249688,,"65.55.24.215",1
16/09/2012 01:48:00,886249518,,"65.55.24.215",1
16/09/2012 01:48:00,886249445,,"65.55.24.215",1
16/09/2012 01:47:00,886249350,,"65.55.24.215",1
16/09/2012 01:47:00,886249305,,"65.55.24.215",1
15/09/2012 23:36:00,886203206,,"189.107.181.63",1
15/09/2012 21:31:00,886149130,,"131.253.47.176",1
15/09/2012 19:14:00,886093099,,"200.245.13.89",2
15/09/2012 18:48:00,886082796,,"177.53.187.162",14
15/09/2012 16:37:00,886030478,,"131.253.47.251",1
15/09/2012 16:28:00,886027021,,"186.207.72.190",20
15/09/2012 15:01:00,885987977,,"74.125.183.17",3
15/09/2012 10:55:00,885850153,,"131.253.47.199",1
15/09/2012 10:09:00,885820494,,"186.232.177.86",1
15/09/2012 09:22:00,885792302,,"173.252.101.115",1
15/09/2012 09:09:00,885785361,,"177.40.89.174",1
15/09/2012 08:36:00,885768407,,"189.111.121.93",1
15/09/2012 04:44:00,885709482,,"131.253.47.199",1
15/09/2012 00:46:00,885662967,,"187.24.100.237",1
14/09/2012 17:57:00,885495437,,"187.37.91.50",1
14/09/2012 17:15:00,885478938,,"187.63.138.4",5
14/09/2012 17:01:00,885472185,,"187.37.91.50",1
14/09/2012 16:56:00,885468908,,"201.40.40.118",38
14/09/2012 16:40:00,885460232,,"189.61.6.133",1
14/09/2012 15:50:00,885432876,,"187.37.91.50",1
14/09/2012 14:55:00,885404413,,"177.97.160.117",38
14/09/2012 13:54:00,885371801,,"187.14.210.92",38
14/09/2012 13:03:00,885345387,,"177.132.240.129",38
14/09/2012 13:02:00,885345047,,"177.17.210.215",38
14/09/2012 11:55:00,885315479,,"187.104.234.218",2
14/09/2012 11:52:00,885314380,,"189.103.34.213",38
14/09/2012 11:42:00,885310380,,"189.47.208.198",2
14/09/2012 11:14:00,885299444,,"200.168.20.42",1
14/09/2012 10:16:00,885276272,,"131.253.47.251",1
14/09/2012 10:03:00,885270160,,"201.34.236.242",5
14/09/2012 10:00:00,885268833,,"177.170.159.20",1
14/09/2012 08:01:00,885232572,,"187.1.120.25",1
14/09/2012 07:42:00,885228777,,"201.77.182.4",1
13/09/2012 22:11:00,885097284,,"201.41.246.19",1
13/09/2012 21:02:00,885059624,,"157.56.93.194",1
13/09/2012 20:04:00,885030359,,"187.41.240.15",2
13/09/2012 18:19:00,884980150,,"131.253.46.216",1
13/09/2012 15:01:00,884876910,,"74.125.183.30",3
13/09/2012 13:02:00,884817354,,"131.253.47.176",1
13/09/2012 10:47:00,884748597,,"201.1.22.28",5
13/09/2012 08:50:00,884693342,,"189.126.18.22",1
13/09/2012 08:39:00,884688774,,"200.101.69.132",1
13/09/2012 08:35:00,884687256,,"186.203.111.34",1
13/09/2012 07:53:00,884672446,,"177.2.53.95",1
12/09/2012 22:51:00,884520967,,"187.56.153.17",7
12/09/2012 22:20:00,884506767,,"177.9.7.11",1
12/09/2012 22:17:00,884505154,,"157.55.34.166",1
12/09/2012 21:57:00,884496023,,"131.253.46.124",1
12/09/2012 21:26:00,884480890,,"157.55.34.166",1
12/09/2012 16:35:00,884345417,,"187.50.41.114",1
12/09/2012 15:42:00,884317499,,"189.107.157.160",1
12/09/2012 15:09:00,884300184,,"188.106.12.50",1
12/09/2012 15:01:00,884295471,,"74.125.183.31",3
12/09/2012 14:40:00,884284065,,"186.221.128.175",9
12/09/2012 09:37:00,884129945,,"189.70.64.135",1
12/09/2012 08:51:00,884109062,,"157.55.34.171",1
12/09/2012 08:51:00,884108998,,"157.55.34.171",1
12/09/2012 08:51:00,884108926,,"157.55.34.171",1
12/09/2012 08:50:00,884108514,,"157.55.34.168",1
12/09/2012 08:49:00,884108316,,"157.55.34.183",1
12/09/2012 08:49:00,884108208,,"157.55.34.183",1
12/09/2012 08:49:00,884108131,,"157.55.34.183",1
12/09/2012 08:49:00,884108072,,"157.55.34.183",1
12/09/2012 08:48:00,884107975,,"157.55.34.179",1
12/09/2012 08:48:00,884107914,,"157.55.34.179",1
12/09/2012 08:48:00,884107824,,"157.55.34.179",1
12/09/2012 08:48:00,884107699,,"157.55.34.179",1
12/09/2012 08:48:00,884107664,,"157.55.34.179",1
12/09/2012 08:48:00,884107589,,"157.55.34.179",1
12/09/2012 08:47:00,884107201,,"157.55.34.171",1
12/09/2012 08:46:00,884107132,,"157.55.34.171",1
12/09/2012 08:46:00,884107057,,"157.55.34.171",1
12/09/2012 08:45:00,884106727,,"157.55.36.37",1
12/09/2012 08:45:00,884106670,,"157.55.36.37",1
12/09/2012 08:45:00,884106484,,"157.56.93.150",1
12/09/2012 08:45:00,884106439,,"157.55.34.168",1
12/09/2012 08:44:00,884106182,,"157.55.34.168",1
12/09/2012 08:44:00,884106094,,"157.55.34.168",1
12/09/2012 08:43:00,884105779,,"157.55.34.166",1
12/09/2012 08:43:00,884105714,,"157.55.34.166",1
12/09/2012 08:43:00,884105534,,"157.55.34.166",1
12/09/2012 08:43:00,884105450,,"157.55.34.166",1
12/09/2012 08:42:00,884105192,,"157.55.34.171",1
12/09/2012 08:42:00,884105096,,"157.55.34.171",1
12/09/2012 08:42:00,884104905,,"131.253.46.251",1
12/09/2012 08:41:00,884104722,,"131.253.46.251",1
12/09/2012 08:41:00,884104666,,"157.56.93.150",1
12/09/2012 08:40:00,884103826,,"157.55.34.171",1
12/09/2012 08:39:00,884103318,,"157.56.93.150",1
12/09/2012 08:32:00,884099508,,"157.55.36.37",1
12/09/2012 08:25:00,884095283,,"157.55.36.37",1
12/09/2012 08:25:00,884095135,,"157.55.36.37",1
12/09/2012 08:22:00,884093952,,"157.55.36.37",1
12/09/2012 08:21:00,884093754,,"157.55.36.37",1
12/09/2012 08:20:00,884093227,,"157.56.93.150",1
12/09/2012 08:01:00,884088122,,"131.253.46.251",1
12/09/2012 08:00:00,884087710,,"201.48.114.173",1
12/09/2012 07:58:00,884087422,,"157.55.34.171",1
12/09/2012 07:57:00,884086889,,"157.55.34.171",1
12/09/2012 06:22:00,884056421,,"157.55.34.166",1
12/09/2012 06:05:00,884050535,,"131.253.47.180",1
12/09/2012 01:11:00,883972322,,"157.55.34.166",1
11/09/2012 22:25:00,883906559,,"187.12.137.166",3
11/09/2012 20:08:00,883852767,,"177.98.196.53",10
11/09/2012 18:22:00,883803382,,"157.55.34.183",1
11/09/2012 17:28:00,883776331,,"187.7.219.241",37
11/09/2012 17:05:00,883764488,,"189.112.113.67",20
11/09/2012 15:43:00,883722408,,"201.54.226.18",1
11/09/2012 15:22:00,883711177,,"189.95.44.28",6
11/09/2012 15:01:00,883699498,,"74.125.183.23",3
11/09/2012 11:46:00,883598238,,"131.253.46.241",1
11/09/2012 11:32:00,883590773,,"131.253.46.241",1
11/09/2012 09:41:00,883529837,,"157.55.36.37",1
11/09/2012 08:51:00,883506649,,"189.15.226.233",1
11/09/2012 08:20:00,883497108,,"187.117.197.104",1
11/09/2012 02:13:00,883411735,,"131.253.46.241",1
11/09/2012 01:05:00,883394955,,"157.55.34.183",1
10/09/2012 23:22:00,883357670,,"189.81.9.30",2
10/09/2012 15:01:00,883127860,,"74.125.183.31",3
10/09/2012 14:39:00,883117893,,"201.73.206.214",1
10/09/2012 12:27:00,883056160,,"189.47.97.107",36
10/09/2012 11:59:00,883044530,,"189.84.87.158",1
10/09/2012 11:34:00,883033249,,"157.55.116.46",1
10/09/2012 10:40:00,883008907,,"157.55.33.77",1
10/09/2012 10:26:00,883002455,,"177.100.121.255",1
10/09/2012 10:05:00,882992435,,"187.58.58.226",1
10/09/2012 07:03:00,882928406,,"177.0.196.51",1
10/09/2012 06:29:00,882920632,,"201.92.11.231",1
10/09/2012 00:55:00,882847616,,"157.55.32.113",1
09/09/2012 21:07:00,882782157,,"187.120.90.24",5
09/09/2012 19:38:00,882755364,,"157.55.33.79",1
09/09/2012 15:25:00,882674075,,"157.55.32.184",1
09/09/2012 15:18:00,882671735,,"157.55.32.113",1
09/09/2012 15:17:00,882671687,,"157.55.32.113",1
09/09/2012 15:02:00,882666672,,"131.253.46.105",1
09/09/2012 15:01:00,882666267,,"131.253.46.105",1
09/09/2012 14:55:00,882664530,,"157.55.35.79",1
09/09/2012 14:55:00,882664357,,"131.253.46.105",1
09/09/2012 14:54:00,882664202,,"131.253.46.105",1
09/09/2012 14:52:00,882663595,,"157.55.35.79",1
09/09/2012 14:52:00,882663422,,"157.55.35.48",1
09/09/2012 14:51:00,882663187,,"131.253.46.105",1
09/09/2012 14:50:00,882662892,,"157.55.35.48",1
09/09/2012 14:49:00,882662575,,"157.55.33.77",1
09/09/2012 14:48:00,882662521,,"157.55.33.77",1
09/09/2012 14:42:00,882660612,,"157.55.33.251",1
09/09/2012 14:41:00,882660101,,"157.55.33.251",1
09/09/2012 14:27:00,882655650,,"157.55.35.48",1
09/09/2012 10:26:00,882570666,,"177.180.144.37",1
09/09/2012 08:24:00,882532936,,"157.55.35.79",1
09/09/2012 05:56:00,882503495,,"157.55.116.46",1
09/09/2012 00:15:00,882451361,,"157.55.35.48",1
08/09/2012 21:47:00,882407246,,"187.65.153.245",2
08/09/2012 18:54:00,882350566,,"189.105.235.196",2
08/09/2012 17:21:00,882316127,,"200.96.2.68",1
08/09/2012 15:01:00,882265933,,"74.125.183.20",3
08/09/2012 12:28:00,882207536,,"187.39.101.63",4
08/09/2012 06:57:00,882099234,,"157.55.35.48",1
08/09/2012 05:17:00,882067390,,"157.55.33.31",1
08/09/2012 05:03:00,882063202,,"157.55.33.251",1
08/09/2012 04:56:00,882061091,,"157.55.33.251",1
08/09/2012 04:56:00,882060963,,"157.55.32.186",1
08/09/2012 03:31:00,882037441,,"157.55.33.251",1
08/09/2012 03:27:00,882036740,,"157.55.33.31",1
08/09/2012 03:17:00,882034416,,"131.253.46.207",1
08/09/2012 02:45:00,882031690,,"157.55.33.251",1
07/09/2012 23:26:00,881972633,,"157.55.35.48",1
07/09/2012 23:16:00,881968832,,"65.55.24.214",1
07/09/2012 23:04:00,881964050,,"177.21.36.67",1
07/09/2012 22:33:00,881952769,,"157.55.33.31",1
07/09/2012 22:30:00,881951678,,"65.55.24.214",1
07/09/2012 22:30:00,881951409,,"157.55.33.31",1
07/09/2012 22:29:00,881951288,,"157.55.33.31",1
07/09/2012 22:29:00,881951213,,"157.55.33.31",1
07/09/2012 22:22:00,881948701,,"157.55.32.186",1
07/09/2012 22:22:00,881948623,,"157.55.32.186",1
07/09/2012 22:15:00,881946244,,"157.55.35.48",1
07/09/2012 22:15:00,881946156,,"157.55.35.48",1
07/09/2012 22:10:00,881944132,,"65.55.24.214",1
07/09/2012 22:10:00,881944062,,"65.55.24.214",1
07/09/2012 22:09:00,881943974,,"65.55.24.214",1
07/09/2012 22:09:00,881943790,,"131.253.46.207",1
07/09/2012 22:09:00,881943718,,"131.253.46.207",1
07/09/2012 22:08:00,881943612,,"65.55.24.214",1
07/09/2012 22:07:00,881943242,,"131.253.46.207",1
07/09/2012 15:01:00,881773846,,"74.125.183.18",3
07/09/2012 14:17:00,881758552,,"186.227.168.241",2
07/09/2012 14:08:00,881755418,,"131.253.46.207",1
07/09/2012 00:44:00,881477030,,"65.55.52.113",1
06/09/2012 23:38:00,881450359,,"157.55.33.31",1
06/09/2012 21:33:00,881395539,,"74.125.186.39",1
06/09/2012 21:09:00,881385469,,"157.55.116.46",1
06/09/2012 19:21:00,881349436,,"157.55.33.181",1
06/09/2012 16:20:00,881267356,,"187.17.183.162",1
06/09/2012 15:01:00,881228898,,"74.125.183.23",3
06/09/2012 13:39:00,881188371,,"200.178.87.15",5
06/09/2012 13:27:00,881181179,,"187.6.102.243",26
06/09/2012 12:53:00,881161337,,"189.107.55.113",9
06/09/2012 12:48:00,881158892,,"177.133.191.36",1
06/09/2012 12:45:00,881157191,,"157.55.33.181",1
06/09/2012 12:13:00,881139413,,"187.64.70.132",1
06/09/2012 11:11:00,881104692,,"177.106.183.50",4
06/09/2012 10:47:00,881091378,,"201.94.168.7",4
06/09/2012 10:28:00,881080819,,"189.6.59.168",7
06/09/2012 08:58:00,881036066,,"187.35.93.244",1
06/09/2012 07:52:00,881011249,,"187.17.172.52",2
06/09/2012 07:41:00,881007936,,"189.45.199.6",1
06/09/2012 07:33:00,881005425,,"157.55.33.181",1
06/09/2012 07:24:00,881002500,,"66.249.71.87",1
06/09/2012 05:15:00,880966202,,"157.55.33.22",1
06/09/2012 05:05:00,880962985,,"65.55.52.113",1
06/09/2012 04:29:00,880951972,,"131.253.47.215",1
06/09/2012 02:40:00,880920131,,"157.55.33.31",1
06/09/2012 00:49:00,880890007,,"157.56.93.207",1
05/09/2012 23:16:00,880849764,,"157.55.33.31",1
05/09/2012 21:13:00,880787724,,"157.55.33.181",1
05/09/2012 19:02:00,880726256,,"201.19.78.212",1
05/09/2012 17:56:00,880695247,,"189.49.223.154",1
05/09/2012 16:59:00,880663407,,"189.6.59.168",5
05/09/2012 16:43:00,880653875,,"131.253.47.215",1
05/09/2012 15:14:00,880600609,,"87.77.40.210",3
05/09/2012 15:12:00,880599773,,"131.253.47.215",1
05/09/2012 15:01:00,880593375,,"74.125.183.25",3
05/09/2012 14:03:00,880560468,,"187.10.251.109",1
05/09/2012 13:21:00,880536181,,"157.56.229.187",1
05/09/2012 13:11:00,880530537,,"201.88.100.129",1
05/09/2012 07:42:00,880337935,,"157.55.32.80",1
05/09/2012 03:25:00,880233396,,"2.90.36.137",23
04/09/2012 23:51:00,880172696,,"157.55.116.46",1
04/09/2012 23:26:00,880162477,,"65.55.24.215",1
04/09/2012 21:11:00,880097810,,"189.61.240.134",1
04/09/2012 20:55:00,880088735,,"189.31.58.7",1
04/09/2012 20:47:00,880084297,,"157.55.34.168",1
04/09/2012 16:29:00,879954310,,"189.6.59.168",6
04/09/2012 15:58:00,879941580,,"186.212.197.97",3
04/09/2012 15:58:00,879941262,,"146.164.3.196",5
04/09/2012 15:01:00,879917075,,"74.125.183.23",3
04/09/2012 13:21:00,879874920,,"157.55.32.162",1
04/09/2012 13:13:00,879871475,,"186.247.178.78",1
04/09/2012 12:02:00,879830227,,"189.66.19.24",2
04/09/2012 11:55:00,879827365,,"157.55.33.181",1
04/09/2012 11:26:00,879812222,,"189.81.74.19",1
04/09/2012 11:00:00,879797526,,"157.55.34.35",1
04/09/2012 10:51:00,879792128,,"187.89.89.189",5
04/09/2012 10:43:00,879787570,,"189.6.59.168",1
04/09/2012 10:28:00,879777478,,"189.106.7.251",1
04/09/2012 08:04:00,879712917,,"201.42.156.183",1
04/09/2012 08:03:00,879712660,,"201.48.40.60",1
04/09/2012 02:47:00,879657771,,"157.55.32.77",1
04/09/2012 02:47:00,879657747,,"157.55.32.77",1
04/09/2012 00:51:00,879641974,,"65.55.24.239",1
03/09/2012 21:42:00,879590219,,"157.55.32.111",1
03/09/2012 21:13:00,879579995,,"157.55.32.111",1
03/09/2012 19:32:00,879541591,,"65.55.24.239",1
03/09/2012 17:33:00,879499315,,"201.83.160.149",9
03/09/2012 16:35:00,879474052,,"200.19.220.4",1
03/09/2012 16:09:00,879461853,,"189.58.63.73",1
03/09/2012 14:03:00,879405501,,"187.54.246.152",1
03/09/2012 13:56:00,879402264,,"189.78.146.137",1
03/09/2012 13:38:00,879394909,,"157.55.116.46",1
03/09/2012 13:07:00,879381499,,"189.6.36.24",1
03/09/2012 13:03:00,879379776,,"187.53.177.51",1
03/09/2012 11:23:00,879334182,,"189.68.209.142",2
03/09/2012 11:12:00,879328131,,"201.73.206.214",1
03/09/2012 10:39:00,879310256,,"189.6.59.168",2
03/09/2012 10:35:00,879307702,,"189.6.59.168",0
03/09/2012 10:28:00,879304073,15457,"189.6.59.168",12
03/09/2012 08:58:00,879259419,,"177.115.141.50",1
03/09/2012 08:33:00,879249029,,"157.55.32.60",1
03/09/2012 07:33:00,879227134,,"189.17.140.242",1
03/09/2012 06:37:00,879207779,,"157.55.36.37",1
03/09/2012 06:10:00,879198881,,"65.55.24.239",1
03/09/2012 04:44:00,879172119,,"157.55.32.77",1
03/09/2012 01:09:00,879116463,,"157.55.33.31",1
03/09/2012 01:02:00,879114218,,"157.55.35.35",1
03/09/2012 00:27:00,879103345,,"187.78.13.199",2
02/09/2012 23:19:00,879082738,,"187.120.92.197",4
02/09/2012 22:26:00,879065182,,"189.83.48.178",4
02/09/2012 20:56:00,879035289,,"200.166.213.66",1
02/09/2012 19:47:00,879012198,,"177.103.79.193",4
02/09/2012 19:39:00,879009776,,"187.59.5.48",1
02/09/2012 18:38:00,878988213,,"157.55.36.37",1
02/09/2012 17:59:00,878974440,,"157.55.35.98",1
02/09/2012 17:03:00,878954146,,"74.125.178.23",1
02/09/2012 15:57:00,878927942,,"157.55.32.116",1
02/09/2012 15:01:00,878903079,,"74.125.183.20",3
02/09/2012 14:36:00,878891862,,"131.253.47.191",1
02/09/2012 13:55:00,878871934,,"187.127.120.4",4
02/09/2012 12:24:00,878831844,,"131.253.46.216",1
02/09/2012 11:37:00,878809194,,"189.6.59.168",11
02/09/2012 11:35:00,878808352,,"131.253.47.191",1
02/09/2012 10:17:00,878772421,,"131.253.47.191",1
02/09/2012 08:00:00,878719394,,"157.55.116.46",1
02/09/2012 04:32:00,878648659,,"157.55.35.98",1
02/09/2012 03:39:00,878630628,,"131.253.47.230",1
02/09/2012 03:38:00,878629879,,"131.253.46.120",1
02/09/2012 03:05:00,878619550,,"157.55.32.188",1
02/09/2012 02:56:00,878616621,,"131.253.47.191",1
01/09/2012 20:23:00,878460070,,"201.22.134.32",2
01/09/2012 19:53:00,878446090,,"74.125.44.93",1
01/09/2012 18:20:00,878401895,,"189.12.107.206",1
01/09/2012 17:51:00,878389238,,"131.253.46.216",1
01/09/2012 15:01:00,878339845,,"74.125.183.20",3
01/09/2012 14:25:00,878322903,,"157.55.33.47",1
01/09/2012 14:07:00,878314742,,"217.129.187.127",1
01/09/2012 14:07:00,878314726,,"217.129.187.127",1
01/09/2012 14:07:00,878314706,,"217.129.187.127",1
01/09/2012 11:37:00,878272248,,"157.55.35.98",1
01/09/2012 10:46:00,878255038,,"189.123.138.21",1
01/09/2012 09:17:00,878225923,,"65.52.111.252",1
01/09/2012 08:38:00,878213993,,"131.253.47.191",1
01/09/2012 08:33:00,878212980,,"157.55.35.98",1
01/09/2012 07:51:00,878201780,,"186.134.26.13",1
01/09/2012 07:18:00,878193621,,"157.55.33.111",1
01/09/2012 05:30:00,878168904,,"157.55.32.188",1
01/09/2012 05:30:00,878168848,,"157.55.32.188",1
31/08/2012 23:09:00,878049452,,"131.253.47.191",1
31/08/2012 22:48:00,878039862,,"157.55.116.46",1
31/08/2012 22:30:00,878031799,,"189.11.17.38",1
31/08/2012 21:06:00,877992962,,"131.253.46.120",1
31/08/2012 20:36:00,877979323,,"157.55.33.111",1
31/08/2012 20:11:00,877967328,,"157.56.229.88",1
31/08/2012 19:21:00,877944335,,"187.121.83.98",1
31/08/2012 17:11:00,877882278,,"131.253.47.188",1
31/08/2012 15:46:00,877836660,,"78.164.162.73",1
31/08/2012 15:28:00,877827168,,"187.65.88.235",1
31/08/2012 15:15:00,877820071,,"157.55.33.112",1
31/08/2012 15:01:00,877812350,,"74.125.183.29",3
31/08/2012 14:52:00,877807156,,"200.137.135.130",2
31/08/2012 11:27:00,877698746,,"157.55.33.100",1
31/08/2012 11:22:00,877696373,,"200.169.99.210",2
31/08/2012 09:34:00,877642103,,"189.114.31.149",0
31/08/2012 09:33:00,877641970,,"189.114.31.149",1
31/08/2012 08:35:00,877614735,,"187.54.48.19",1
31/08/2012 07:51:00,877595499,,"157.55.33.111",1
31/08/2012 07:21:00,877585462,,"157.55.33.111",1
31/08/2012 07:14:00,877582855,,"157.55.33.109",1
31/08/2012 03:01:00,877502558,,"131.253.47.181",1
31/08/2012 00:02:00,877455490,,"74.125.44.94",1
31/08/2012 00:02:00,877455425,,"74.125.178.25",1
30/08/2012 23:25:00,877440031,,"157.55.33.100",1
30/08/2012 22:15:00,877407398,,"157.56.93.193",1
30/08/2012 21:03:00,877371268,,"157.55.33.80",1
30/08/2012 19:48:00,877332842,,"157.55.32.82",1
30/08/2012 18:51:00,877303299,,"189.15.218.15",3
30/08/2012 18:46:00,877300648,,"157.55.33.109",0
30/08/2012 18:22:00,877287803,,"187.34.248.34",1
30/08/2012 18:11:00,877282172,,"189.114.22.75",1
30/08/2012 17:41:00,877265976,,"187.114.229.62",22
30/08/2012 17:29:00,877259691,,"157.55.116.46",1
30/08/2012 17:25:00,877257313,,"157.55.33.100",1
30/08/2012 17:15:00,877252389,,"201.2.22.171",9
30/08/2012 17:14:00,877251779,,"187.24.70.214",1
30/08/2012 17:11:00,877249862,,"189.104.246.233",1
30/08/2012 17:04:00,877246247,,"157.56.93.193",1
30/08/2012 17:04:00,877246137,,"157.56.93.193",1
30/08/2012 17:00:00,877243509,,"177.32.148.176",1
30/08/2012 16:16:00,877218165,,"157.55.33.112",1
30/08/2012 16:15:00,877217816,,"177.0.36.224",6
30/08/2012 15:26:00,877189588,,"187.17.183.153",1
30/08/2012 15:25:00,877188888,,"189.27.2.70",20
30/08/2012 15:19:00,877185585,,"187.22.251.233",1
30/08/2012 15:01:00,877174344,,"74.125.183.26",3
30/08/2012 14:41:00,877162626,,"157.55.33.181",1
30/08/2012 13:33:00,877122094,,"187.44.77.76",24
30/08/2012 13:29:00,877119159,,"201.59.191.242",2
30/08/2012 09:54:00,877006696,,"187.57.34.82",1
30/08/2012 08:43:00,876970774,,"157.55.33.100",1
30/08/2012 03:53:00,876866876,,"157.55.33.181",1
30/08/2012 01:14:00,876827584,,"157.55.33.98",1
30/08/2012 00:52:00,876819341,,"157.55.33.113",1
30/08/2012 00:13:00,876803970,,"157.55.33.181",1
29/08/2012 21:57:00,876738546,,"157.55.33.112",1
29/08/2012 21:42:00,876730619,,"189.79.92.159",2
29/08/2012 20:52:00,876704200,,"186.244.214.93",12
29/08/2012 19:40:00,876666967,,"189.60.61.105",3
29/08/2012 19:26:00,876660341,,"157.55.33.98",1
29/08/2012 18:39:00,876634556,,"157.55.33.109",1
29/08/2012 18:38:00,876634049,,"189.6.12.82",10
29/08/2012 17:47:00,876606675,,"201.51.58.171",2
29/08/2012 17:47:00,876606669,,"201.51.58.171",1
29/08/2012 16:12:00,876553712,,"157.55.33.88",1
29/08/2012 15:53:00,876543394,,"187.37.55.174",1
29/08/2012 15:51:00,876542300,,"187.37.55.174",0
29/08/2012 15:29:00,876529492,15456,"187.37.55.174",10
29/08/2012 15:01:00,876513220,,"74.125.183.22",3
29/08/2012 14:02:00,876479783,,"201.53.23.194",7
29/08/2012 13:41:00,876467883,,"201.6.1.11",1
29/08/2012 12:28:00,876432367,,"157.55.33.100",1
29/08/2012 11:15:00,876395832,,"187.54.87.114",1
29/08/2012 09:27:00,876337787,,"91.46.145.250",4
29/08/2012 09:26:00,876337288,,"177.83.106.206",5
29/08/2012 08:39:00,876315872,,"157.55.33.100",1
29/08/2012 08:06:00,876303292,,"187.54.193.74",8
29/08/2012 04:08:00,876229191,,"157.55.116.46",1
29/08/2012 01:29:00,876185374,,"157.55.33.181",1
28/08/2012 23:56:00,876150310,,"187.6.102.243",20
28/08/2012 23:39:00,876143464,,"186.205.230.16",2
28/08/2012 20:23:00,876058877,,"200.162.229.233",2
28/08/2012 19:33:00,876035483,,"177.85.233.4",1
28/08/2012 18:20:00,876000687,,"186.224.58.61",1
28/08/2012 18:20:00,876000640,,"186.224.58.61",1
28/08/2012 17:05:00,875960059,,"189.22.39.98",2
28/08/2012 16:57:00,875955919,,"200.101.78.191",8
28/08/2012 15:40:00,875911310,,"189.12.77.31",1
28/08/2012 15:01:00,875888196,,"74.125.183.20",3
